Date,Target_Date,Ticker,Asset,Role,Split,Log_Return,Target_Squared_Return
2011-01-07,2011-01-10,AAPL,Apple,Stock,Train,0.7135724907005577,3.48096820709434
2011-01-10,2011-01-11,AAPL,Apple,Stock,Train,1.8657352993107943,0.056067812405529
2011-01-11,2011-01-12,AAPL,Apple,Stock,Train,-0.2367864278321902,0.6567081399422197
2011-01-12,2011-01-13,AAPL,Apple,Stock,Train,0.8103753080778188,0.1333470020658462
2011-01-13,2011-01-14,AAPL,Apple,Stock,Train,0.3651670878732724,0.6509092787628086
2011-01-14,2011-01-18,AAPL,Apple,Stock,Train,0.8067894885054022,5.164657901163092
2011-01-18,2011-01-19,AAPL,Apple,Stock,Train,-2.2725883703748666,0.2837951162080097
2011-01-19,2011-01-20,AAPL,Apple,Stock,Train,-0.5327242403045028,3.3661383357624484
2011-01-20,2011-01-21,AAPL,Apple,Stock,Train,-1.8347038823097443,3.2678453021931695
2011-01-21,2011-01-24,AAPL,Apple,Stock,Train,-1.807718258521822,10.441772972546715
2011-01-24,2011-01-25,AAPL,Apple,Stock,Train,3.2313732332472394,1.3542401878422454
2011-01-25,2011-01-26,AAPL,Apple,Stock,Train,1.163718259649751,0.5113635777563031
2011-01-26,2011-01-27,AAPL,Apple,Stock,Train,0.7150969009556,0.0347080541101439
2011-01-27,2011-01-28,AAPL,Apple,Stock,Train,-0.186300977211994,4.382126858552658
2011-01-28,2011-01-31,AAPL,Apple,Stock,Train,-2.093353018139238,0.9090794948105102
2011-01-31,2011-02-01,AAPL,Apple,Stock,Train,0.9534566035276646,2.7848737822779275
2011-02-01,2011-02-02,AAPL,Apple,Stock,Train,1.6687941102119002,0.0424270710314334
2011-02-02,2011-02-03,AAPL,Apple,Stock,Train,-0.2059783266060618,0.065505417038802
2011-02-03,2011-02-04,AAPL,Apple,Stock,Train,-0.2559402606836252,0.7869483499621313
2011-02-04,2011-02-07,AAPL,Apple,Stock,Train,0.8871010934285513,2.3736686296270952
2011-02-07,2011-02-08,AAPL,Apple,Stock,Train,1.5406714866015712,0.8819130345431886
2011-02-08,2011-02-09,AAPL,Apple,Stock,Train,0.9391022492482852,0.6887446252305557
2011-02-09,2011-02-10,AAPL,Apple,Stock,Train,0.8299063954631002,1.0320277512837952
2011-02-10,2011-02-11,AAPL,Apple,Stock,Train,-1.015887666665855,0.4217377404591322
2011-02-11,2011-02-14,AAPL,Apple,Stock,Train,0.6494133817986293,0.4235961387002269
2011-02-14,2011-02-15,AAPL,Apple,Stock,Train,0.6508426374326032,0.0400952831751365
2011-02-15,2011-02-16,AAPL,Apple,Stock,Train,0.2002380662489941,0.7983020177467296
2011-02-16,2011-02-17,AAPL,Apple,Stock,Train,0.8934774858644898,1.7929943174951537
2011-02-17,2011-02-18,AAPL,Apple,Stock,Train,-1.3390273774255528,4.769351923331816
2011-02-18,2011-02-22,AAPL,Apple,Stock,Train,-2.183884594783299,12.028878884690796
2011-02-22,2011-02-23,AAPL,Apple,Stock,Train,-3.468267418278296,1.3860095593479966
2011-02-23,2011-02-24,AAPL,Apple,Stock,Train,1.1772890721262967,0.0057567512374128
2011-02-24,2011-02-25,AAPL,Apple,Stock,Train,0.0758732577224202,2.33518852605375
2011-02-25,2011-02-28,AAPL,Apple,Stock,Train,1.52813236535771,2.0738684755517554
2011-02-28,2011-03-01,AAPL,Apple,Stock,Train,1.440093217660494,1.2327892853167597
2011-03-01,2011-03-02,AAPL,Apple,Stock,Train,-1.1103104454686354,0.6419508061948117
2011-03-02,2011-03-03,AAPL,Apple,Stock,Train,0.801218326172593,4.371833749754737
2011-03-03,2011-03-04,AAPL,Apple,Stock,Train,2.090893050769153,0.0149619464943903
2011-03-04,2011-03-07,AAPL,Apple,Stock,Train,0.1223190356992335,1.682899007116092
2011-03-07,2011-03-08,AAPL,Apple,Stock,Train,-1.297265973929823,0.012651880795504
2011-03-08,2011-03-09,AAPL,Apple,Stock,Train,0.1124805796371269,0.8631842063485197
2011-03-09,2011-03-10,AAPL,Apple,Stock,Train,-0.929077072340352,2.75311132668168
2011-03-10,2011-03-11,AAPL,Apple,Stock,Train,-1.659250230279231,2.319399867183471
2011-03-11,2011-03-14,AAPL,Apple,Stock,Train,1.522957605182584,0.1980545462565741
2011-03-14,2011-03-15,AAPL,Apple,Stock,Train,0.4450331968028611,5.411574915042854
2011-03-15,2011-03-16,AAPL,Apple,Stock,Train,-2.3262791997184804,20.854964993762
2011-03-16,2011-03-17,AAPL,Apple,Stock,Train,-4.566723660761838,1.9410701133182444
2011-03-17,2011-03-18,AAPL,Apple,Stock,Train,1.393222923052246,1.4242781675364853
2011-03-18,2011-03-21,AAPL,Apple,Stock,Train,-1.193431257985346,6.637789457124451
2011-03-21,2011-03-22,AAPL,Apple,Stock,Train,2.5763907811363653,0.3118287206620017
2011-03-22,2011-03-23,AAPL,Apple,Stock,Train,0.5584162611009834,0.349139121179331
2011-03-23,2011-03-24,AAPL,Apple,Stock,Train,-0.5908799549649074,2.85514990815691
2011-03-24,2011-03-25,AAPL,Apple,Stock,Train,1.6897188843582562,3.559456736593749
2011-03-25,2011-03-28,AAPL,Apple,Stock,Train,1.8866522564038528,0.0982318682386637
2011-03-28,2011-03-29,AAPL,Apple,Stock,Train,-0.3134196360132271,0.0219786747984694
2011-03-29,2011-03-30,AAPL,Apple,Stock,Train,0.1482520650732037,0.4437023991059994
2011-03-30,2011-03-31,AAPL,Apple,Stock,Train,-0.666109900171135,0.001184228867572
2011-03-31,2011-04-01,AAPL,Apple,Stock,Train,-0.0344126265718269,1.2992583451986983
2011-04-01,2011-04-04,AAPL,Apple,Stock,Train,-1.1398501415531337,0.9661186727798272
2011-04-04,2011-04-05,AAPL,Apple,Stock,Train,-0.9829133597524388,0.4574728068585231
2011-04-05,2011-04-06,AAPL,Apple,Stock,Train,-0.6763673608761167,0.0630770331416165
2011-04-06,2011-04-07,AAPL,Apple,Stock,Train,-0.2511514147712819,0.0001401128531355
2011-04-07,2011-04-08,AAPL,Apple,Stock,Train,0.0118369275209235,0.8051727318555914
2011-04-08,2011-04-11,AAPL,Apple,Stock,Train,-0.8973141767829099,1.6372314203378342
2011-04-11,2011-04-12,AAPL,Apple,Stock,Train,-1.2795434421456091,0.2328063136759396
2011-04-12,2011-04-13,AAPL,Apple,Stock,Train,0.4825000659854252,1.2452759399844056
2011-04-13,2011-04-14,AAPL,Apple,Stock,Train,1.1159193250340302,1.231867950885553
2011-04-14,2011-04-15,AAPL,Apple,Stock,Train,-1.1098954684498683,2.259916154873982
2011-04-15,2011-04-18,AAPL,Apple,Stock,Train,-1.503301751104542,1.773400553017636
2011-04-18,2011-04-19,AAPL,Apple,Stock,Train,1.331690862406751,3.2214445015405975
2011-04-19,2011-04-20,AAPL,Apple,Stock,Train,1.794838293980992,1.7894944835549895
2011-04-20,2011-04-21,AAPL,Apple,Stock,Train,1.3377198823202825,5.722843957233941
2011-04-21,2011-04-25,AAPL,Apple,Stock,Train,2.392246633864063,0.4310290327467416
2011-04-25,2011-04-26,AAPL,Apple,Stock,Train,0.656528013680103,0.5422785093932787
2011-04-26,2011-04-27,AAPL,Apple,Stock,Train,-0.7363956201616619,0.0059415082537583
2011-04-27,2011-04-28,AAPL,Apple,Stock,Train,-0.0770811796339311,0.9520923794388144
2011-04-28,2011-04-29,AAPL,Apple,Stock,Train,-0.9757522121106436,0.9409471008481978
2011-04-29,2011-05-02,AAPL,Apple,Stock,Train,0.9700242784838932,1.2224977828953136
2011-05-02,2011-05-03,AAPL,Apple,Stock,Train,-1.1056662167649485,0.3057548439540144
2011-05-03,2011-05-04,AAPL,Apple,Stock,Train,0.5529510321484303,0.1542143604049512
2011-05-04,2011-05-05,AAPL,Apple,Stock,Train,0.3927013628763608,0.6561169400342077
2011-05-05,2011-05-06,AAPL,Apple,Stock,Train,-0.8100104567437434,0.0006749860489339
2011-05-06,2011-05-09,AAPL,Apple,Stock,Train,-0.025980493623754,0.0733344873987217
2011-05-09,2011-05-10,AAPL,Apple,Stock,Train,0.2708034109805889,0.2817815332438577
2011-05-10,2011-05-11,AAPL,Apple,Stock,Train,0.530830983688648,0.4061786503613552
2011-05-11,2011-05-12,AAPL,Apple,Stock,Train,-0.6373214654798277,0.0362036523293925
2011-05-12,2011-05-13,AAPL,Apple,Stock,Train,-0.1902725737708736,3.1220981609369507
2011-05-13,2011-05-16,AAPL,Apple,Stock,Train,-1.7669459983080835,4.567880692931941
2011-05-16,2011-05-17,AAPL,Apple,Stock,Train,-2.1372600901462464,0.7199986156063193
2011-05-17,2011-05-18,AAPL,Apple,Stock,Train,0.8485273216616653,1.2177244073249738
2011-05-18,2011-05-19,AAPL,Apple,Stock,Train,1.1035055085159176,0.0376328148753928
2011-05-19,2011-05-20,AAPL,Apple,Stock,Train,0.1939917907422705,2.469810318045684
2011-05-20,2011-05-23,AAPL,Apple,Stock,Train,-1.5715630175229005,0.0600008345856142
2011-05-23,2011-05-24,AAPL,Apple,Stock,Train,-0.2449506778631449,0.4396203295064599
2011-05-24,2011-05-25,AAPL,Apple,Stock,Train,-0.6630387089050381,1.883075102348636
2011-05-25,2011-05-26,AAPL,Apple,Stock,Train,1.3722518363436924,0.2808198416654121
2011-05-26,2011-05-27,AAPL,Apple,Stock,Train,-0.5299243735340092,0.5138054538918324
2011-05-27,2011-05-31,AAPL,Apple,Stock,Train,0.7168022418295247,9.25072653027826
2011-05-31,2011-06-01,AAPL,Apple,Stock,Train,3.041500703645859,0.4478146833497275
2011-06-01,2011-06-02,AAPL,Apple,Stock,Train,-0.6691895720569229,0.0291008768880828
2011-06-02,2011-06-03,AAPL,Apple,Stock,Train,0.1705897912774466,0.5952726660146781
2011-06-03,2011-06-06,AAPL,Apple,Stock,Train,-0.7715391539090405,2.5116342037006065
2011-06-06,2011-06-07,AAPL,Apple,Stock,Train,-1.584813617969194,3.207208545300823
2011-06-07,2011-06-08,AAPL,Apple,Stock,Train,-1.7908680982419736,0.0036184013902145
2011-06-08,2011-06-09,AAPL,Apple,Stock,Train,0.0601531494621395,0.0510397727643391
2011-06-09,2011-06-10,AAPL,Apple,Stock,Train,-0.2259198370314992,2.8925822331165225
2011-06-10,2011-06-13,AAPL,Apple,Stock,Train,-1.7007593107540298,0.0460451632188439
2011-06-13,2011-06-14,AAPL,Apple,Stock,Train,0.2145813673617631,3.141221138603876
2011-06-14,2011-06-15,AAPL,Apple,Stock,Train,1.772349045364337,2.9804448732807485
2011-06-15,2011-06-16,AAPL,Apple,Stock,Train,-1.7263964994405974,0.2379719309902496
2011-06-16,2011-06-17,AAPL,Apple,Stock,Train,-0.4878236679275101,2.3056501523710784
2011-06-17,2011-06-20,AAPL,Apple,Stock,Train,-1.518436746252895,2.416465690184216
2011-06-20,2011-06-21,AAPL,Apple,Stock,Train,-1.5544985333490078,9.709418386732406
2011-06-21,2011-06-22,AAPL,Apple,Stock,Train,3.115993964489085,0.6895226863259425
2011-06-22,2011-06-23,AAPL,Apple,Stock,Train,-0.8303750275182549,6.953005536605317
2011-06-23,2011-06-24,AAPL,Apple,Stock,Train,2.636855236186719,2.2029889782304988
2011-06-24,2011-06-27,AAPL,Apple,Stock,Train,-1.4842469397746787,2.9877945243469464
2011-06-27,2011-06-28,AAPL,Apple,Stock,Train,1.7285237991844216,0.9313389902429116
2011-06-28,2011-06-29,AAPL,Apple,Stock,Train,0.9650590604946993,0.1329024317238768
2011-06-29,2011-06-30,AAPL,Apple,Stock,Train,-0.3645578578550692,0.2369638206779223
2011-06-30,2011-07-01,AAPL,Apple,Stock,Train,0.4867892980314197,4.999640118352858
2011-07-01,2011-07-05,AAPL,Apple,Stock,Train,2.2359875040690316,3.173809918322878
2011-07-05,2011-07-06,AAPL,Apple,Stock,Train,1.781518991850179,0.4416313513028859
2011-07-06,2011-07-07,AAPL,Apple,Stock,Train,0.6645534976981807,2.3552990683644563
2011-07-07,2011-07-08,AAPL,Apple,Stock,Train,1.534698363967479,0.4902983083314
2011-07-08,2011-07-11,AAPL,Apple,Stock,Train,0.7002130449594609,2.560483034573316
2011-07-11,2011-07-12,AAPL,Apple,Stock,Train,-1.6001509411843984,0.0049888434384002
2011-07-12,2011-07-13,AAPL,Apple,Stock,Train,-0.070631745259481,1.4396390506097794
2011-07-13,2011-07-14,AAPL,Apple,Stock,Train,1.1998495949950474,0.0048761529410823
2011-07-14,2011-07-15,AAPL,Apple,Stock,Train,-0.0698294561133222,3.915510704188152
2011-07-15,2011-07-18,AAPL,Apple,Stock,Train,1.978764944147776,5.78056870251541
2011-07-18,2011-07-19,AAPL,Apple,Stock,Train,2.4042813276560233,0.6603499494196442
2011-07-19,2011-07-20,AAPL,Apple,Stock,Train,0.8126191909004145,6.926987531562965
2011-07-20,2011-07-21,AAPL,Apple,Stock,Train,2.6319170829573952,0.0101533385816789
2011-07-21,2011-07-22,AAPL,Apple,Stock,Train,0.1007637761384465,2.371270567712107
2011-07-22,2011-07-25,AAPL,Apple,Stock,Train,1.5398930377503846,1.7251896216896352
2011-07-25,2011-07-26,AAPL,Apple,Stock,Train,1.3134647394161882,1.49954755497656
2011-07-26,2011-07-27,AAPL,Apple,Stock,Train,1.2245601475536267,7.391597246203264
2011-07-27,2011-07-28,AAPL,Apple,Stock,Train,-2.7187492061981855,0.0385210827171555
2011-07-28,2011-07-29,AAPL,Apple,Stock,Train,-0.1962678850886093,0.1173901142464236
2011-07-29,2011-08-01,AAPL,Apple,Stock,Train,-0.3426224076828946,2.5374983630008243
2011-08-01,2011-08-02,AAPL,Apple,Stock,Train,1.5929527183820693,3.983341977385055
2011-08-02,2011-08-03,AAPL,Apple,Stock,Train,-1.9958311495176777,0.8773928363469091
2011-08-03,2011-08-04,AAPL,Apple,Stock,Train,0.936692498286876,15.59350703495246
2011-08-04,2011-08-05,AAPL,Apple,Stock,Train,-3.948861485916221,0.997390862972525
2011-08-05,2011-08-08,AAPL,Apple,Stock,Train,-0.9986945794248234,31.557730156288414
2011-08-08,2011-08-09,AAPL,Apple,Stock,Train,-5.617626737002772,32.740357643745305
2011-08-09,2011-08-10,AAPL,Apple,Stock,Train,5.721919052533451,7.828932517176418
2011-08-10,2011-08-11,AAPL,Apple,Stock,Train,-2.7980229658057523,7.371987783732443
2011-08-11,2011-08-12,AAPL,Apple,Stock,Train,2.7151404721915298,0.7682395785856944
2011-08-12,2011-08-15,AAPL,Apple,Stock,Train,0.8764927715535904,2.8516703560630052
2011-08-15,2011-08-16,AAPL,Apple,Stock,Train,1.688688945917218,0.5885112537525148
2011-08-16,2011-08-17,AAPL,Apple,Stock,Train,-0.7671448714242407,0.0001100952251197
2011-08-17,2011-08-18,AAPL,Apple,Stock,Train,-0.0104926271791079,14.867957336409804
2011-08-18,2011-08-19,AAPL,Apple,Stock,Train,-3.85589903088888,7.70344410297724
2011-08-19,2011-08-22,AAPL,Apple,Stock,Train,-2.7755079000026717,0.0132429435146387
2011-08-22,2011-08-23,AAPL,Apple,Stock,Train,0.1150779888364355,22.108787631393326
